seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	symbol	entrezid
1	9439741	9440376	636	-	ENSMUSG00000104428	RP23-411P10.3	processed_pseudogene	chromosome	RP23-411P10.3	NA
1	9450579	9451748	1170	+	ENSMUSG00000102272	RP23-411P10.2	processed_pseudogene	chromosome	RP23-411P10.2	NA
1	9458670	9458772	103	+	ENSMUSG00000065625	Gm24765	snRNA	chromosome	Gm24765	NA
1	9499338	9501522	2185	-	ENSMUSG00000103411	RP24-361E12.1	processed_pseudogene	chromosome	RP24-361E12.1	NA
1	9545408	9547455	2048	+	ENSMUSG00000061024	Rrs1	protein_coding	chromosome	Rrs1	59014
1	9547948	9580673	32726	+	ENSMUSG00000025911	Adhfe1	protein_coding	chromosome	Adhfe1	NA
1	9560832	9631175	70344	-	ENSMUSG00000079671	2610203C22Rik	processed_transcript	chromosome	2610203C22Rik	NA
1	9574548	9575649	1102	+	ENSMUSG00000081441	Gm6161	processed_pseudogene	chromosome	Gm6161	NA
1	9601199	9627143	25945	+	ENSMUSG00000067879	3110035E14Rik	protein_coding	chromosome	3110035E14Rik	76982
1	9639255	9640582	1328	-	ENSMUSG00000099827	Gm29520	lincRNA	chromosome	Gm29520	NA
1	9667415	9700209	32795	-	ENSMUSG00000025912	Mybl1	protein_coding	chromosome	Mybl1	17864
1	9718622	9748382	29761	-	ENSMUSG00000045210	Vcpip1	protein_coding	chromosome	Vcpip1	70675
1	9747648	9791922	44275	+	ENSMUSG00000097893	1700034P13Rik	antisense	chromosome	1700034P13Rik	NA
1	9798107	9900845	102739	+	ENSMUSG00000025915	Sgk3	protein_coding	chromosome	Sgk3	NA
1	9802197	9802553	357	-	ENSMUSG00000046334	Gm6195	processed_pseudogene	chromosome	Gm6195	NA
1	9834498	9834602	105	-	ENSMUSG00000088916	Gm22607	snRNA	chromosome	Gm22607	NA
1	9908638	9942085	33448	+	ENSMUSG00000046101	Mcmdc2	protein_coding	chromosome	Mcmdc2	240697
1	9941959	9944118	2160	-	ENSMUSG00000098234	Snhg6	lincRNA	chromosome	Snhg6	NA
1	9942463	9942549	87	-	ENSMUSG00000093178	Snord87	snoRNA	chromosome	Snord87	NA
1	9960163	9967932	7770	-	ENSMUSG00000099032	Tcf24	protein_coding	chromosome	Tcf24	100039596
1	9967314	9968687	1374	+	ENSMUSG00000104025	RP23-228G18.3	TEC	chromosome	RP23-228G18.3	NA
1	9968624	10009136	40513	-	ENSMUSG00000025916	Ppp1r42	protein_coding	chromosome	Ppp1r42	69312
1	9982387	9992366	9980	+	ENSMUSG00000087199	Gm15818	antisense	chromosome	Gm15818	NA
1	10009814	10009917	104	-	ENSMUSG00000095780	Gm24674	snRNA	chromosome	Gm24674	NA
1	10024601	10038168	13568	-	ENSMUSG00000025917	Cops5	protein_coding	chromosome	Cops5	26754
1	10037987	10136768	98782	+	ENSMUSG00000056763	Cspp1	protein_coding	chromosome	Cspp1	211660
1	10057025	10057944	920	-	ENSMUSG00000102356	RP23-228G18.5	TEC	chromosome	RP23-228G18.5	NA
1	10062258	10064079	1822	+	ENSMUSG00000102638	RP23-228G18.6	TEC	chromosome	RP23-228G18.6	NA
1	10137571	10232670	95100	-	ENSMUSG00000067851	Arfgef1	protein_coding	chromosome	Arfgef1	211673
1	10166539	10166778	240	+	ENSMUSG00000088153	Gm26348	misc_RNA	chromosome	Gm26348	NA
1	10197081	10198802	1722	-	ENSMUSG00000102556	RP24-327F2.1	TEC	chromosome	RP24-327F2.1	NA
1	10324720	10719945	395226	-	ENSMUSG00000042501	Cpa6	protein_coding	chromosome	Cpa6	NA
1	10449245	10451989	2745	-	ENSMUSG00000103810	RP23-418C16.1	TEC	chromosome	RP23-418C16.1	NA
1	10554098	10555553	1456	-	ENSMUSG00000083422	Gm15604	processed_pseudogene	chromosome	Gm15604	NA
1	10555554	10555660	107	-	ENSMUSG00000094979	Gm25253	snRNA	chromosome	Gm25253	NA
1	10695123	10695614	492	+	ENSMUSG00000081417	Gm15603	processed_pseudogene	chromosome	Gm15603	NA
1	10782456	10784377	1922	-	ENSMUSG00000103448	RP24-88A10.2	TEC	chromosome	RP24-88A10.2	NA
1	10805281	10806522	1242	+	ENSMUSG00000100212	Gm5522	processed_pseudogene	chromosome	Gm5522	NA
1	10868688	10869446	759	+	ENSMUSG00000100648	Gm28659	processed_pseudogene	chromosome	Gm28659	NA
1	10921670	10921760	91	+	ENSMUSG00000088585	Gm22963	snoRNA	chromosome	Gm22963	NA
1	10993465	11303681	310217	+	ENSMUSG00000048960	Prex2	protein_coding	chromosome	Prex2	109294
1	11134111	11134238	128	-	ENSMUSG00000077318	Gm24173	snoRNA	chromosome	Gm24173	NA
1	11223566	11224174	609	-	ENSMUSG00000101827	Gm28686	processed_pseudogene	chromosome	Gm28686	NA
1	11363926	11366964	3039	-	ENSMUSG00000103494	RP23-366M5.2	TEC	chromosome	RP23-366M5.2	NA
1	11414105	11975901	561797	+	ENSMUSG00000057715	A830018L16Rik	protein_coding	chromosome	A830018L16Rik	320492
1	11416918	11419388	2471	+	ENSMUSG00000103825	RP23-2K13.1	TEC	chromosome	RP23-2K13.1	NA
1	11608139	11608400	262	-	ENSMUSG00000099845	Gm29273	processed_pseudogene	chromosome	Gm29273	NA
1	11704207	11706350	2144	+	ENSMUSG00000103561	RP24-239K20.1	TEC	chromosome	RP24-239K20.1	NA
1	12120960	12121832	873	+	ENSMUSG00000101610	Gm7560	processed_pseudogene	chromosome	Gm7560	NA
1	12374936	12375042	107	+	ENSMUSG00000093864	Gm22633	snRNA	chromosome	Gm22633	NA
1	12425986	12426106	121	+	ENSMUSG00000098555	Mir6341	miRNA	chromosome	Mir6341	NA
1	12565577	12566383	807	+	ENSMUSG00000097628	Gm2383	processed_pseudogene	chromosome	Gm2383	NA
1	12655867	12656553	687	+	ENSMUSG00000098163	Gm6216	processed_pseudogene	chromosome	Gm6216	NA
1	12667563	12673090	5528	+	ENSMUSG00000097171	Gm17644	lincRNA	chromosome	Gm17644	NA
1	12670324	12671176	853	-	ENSMUSG00000101314	Gm29663	lincRNA	chromosome	Gm29663	NA
1	12692277	12861192	168916	+	ENSMUSG00000016918	Sulf1	protein_coding	chromosome	Sulf1	NA
1	12866549	12992650	126102	-	ENSMUSG00000025938	Slco5a1	protein_coding	chromosome	Slco5a1	NA
1	13059401	13059951	551	-	ENSMUSG00000104518	RP24-178B14.2	TEC	chromosome	RP24-178B14.2	NA
1	13062025	13062345	321	+	ENSMUSG00000069620	Gm5250	processed_pseudogene	chromosome	Gm5250	NA
1	13068838	13078662	9825	+	ENSMUSG00000099498	Gm29283	lincRNA	chromosome	Gm29283	NA
1	13113457	13127163	13707	-	ENSMUSG00000042414	Prdm14	protein_coding	chromosome	Prdm14	383491
1	13139105	13374083	234979	-	ENSMUSG00000005886	Ncoa2	protein_coding	chromosome	Ncoa2	17978
1	13177462	13179714	2253	-	ENSMUSG00000103506	RP23-93D12.2	TEC	chromosome	RP23-93D12.2	NA
1	13234809	13236434	1626	-	ENSMUSG00000103495	RP23-93D12.1	TEC	chromosome	RP23-93D12.1	NA
1	13262198	13262279	82	+	ENSMUSG00000099183	Gm27881	miRNA	chromosome	Gm27881	NA
1	13289812	13290506	695	-	ENSMUSG00000102639	RP23-125I14.4	TEC	chromosome	RP23-125I14.4	NA
1	13297036	13298907	1872	-	ENSMUSG00000104170	RP23-125I14.3	TEC	chromosome	RP23-125I14.3	NA
1	13334498	13334609	112	-	ENSMUSG00000087782	Gm23169	snRNA	chromosome	Gm23169	NA
1	13343563	13348204	4642	-	ENSMUSG00000103085	RP23-125I14.2	TEC	chromosome	RP23-125I14.2	NA
1	13354483	13356730	2248	-	ENSMUSG00000102664	RP23-125I14.1	TEC	chromosome	RP23-125I14.1	NA
1	13376070	13388413	12344	+	ENSMUSG00000101476	Gm29570	antisense	chromosome	Gm29570	NA
1	13407012	13407655	644	-	ENSMUSG00000101171	Gm7593	processed_pseudogene	chromosome	Gm7593	NA
1	13564698	13589910	25213	-	ENSMUSG00000025935	Tram1	protein_coding	chromosome	Tram1	72265
1	13623330	13660546	37217	-	ENSMUSG00000025937	Lactb2	protein_coding	chromosome	Lactb2	212442
1	13641483	13642748	1266	-	ENSMUSG00000102982	RP23-70F22.2	TEC	chromosome	RP23-70F22.2	NA
1	13668771	13701723	32953	+	ENSMUSG00000067813	Xkr9	protein_coding	chromosome	Xkr9	381246
1	13774334	13774464	131	-	ENSMUSG00000077368	Gm26273	snoRNA	chromosome	Gm26273	NA
1	13785883	13786879	997	-	ENSMUSG00000097711	Gm5523	processed_pseudogene	chromosome	Gm5523	NA
1	13846871	13849119	2249	-	ENSMUSG00000102166	RP23-74B7.1	TEC	chromosome	RP23-74B7.1	NA
1	13932378	13932685	308	+	ENSMUSG00000089358	Gm25491	misc_RNA	chromosome	Gm25491	NA
1	14109215	14112819	3605	-	ENSMUSG00000104209	RP24-335B5.1	TEC	chromosome	RP24-335B5.1	NA
1	14168954	14310235	141282	-	ENSMUSG00000025932	Eya1	protein_coding	chromosome	Eya1	14048
1	14182578	14182677	100	+	ENSMUSG00000095853	Gm22616	miRNA	chromosome	Gm22616	NA
1	14255552	14255990	439	-	ENSMUSG00000102588	RP24-291C20.1	TEC	chromosome	RP24-291C20.1	NA
1	14752937	14776931	23995	+	ENSMUSG00000054493	Gm9947	antisense	chromosome	Gm9947	NA
1	14753346	14755992	2647	-	ENSMUSG00000025930	Msc	protein_coding	chromosome	Msc	17681
1	14788645	14792965	4321	+	ENSMUSG00000103492	RP23-398C14.1	TEC	chromosome	RP23-398C14.1	NA
1	14839869	14840156	288	-	ENSMUSG00000081201	Smt3h2-ps4	processed_pseudogene	chromosome	Smt3h2-ps4	NA
1	14865072	14865965	894	+	ENSMUSG00000082193	Rpl5-ps1	processed_pseudogene	chromosome	Rpl5-ps1	NA
1	14872648	14918862	46215	-	ENSMUSG00000032769	Trpa1	protein_coding	chromosome	Trpa1	277328
1	15019040	15019159	120	-	ENSMUSG00000088159	Gm26345	snoRNA	chromosome	Gm26345	NA
1	15268802	15269797	996	-	ENSMUSG00000073737	Gm10566	processed_pseudogene	chromosome	Gm10566	NA
1	15287254	15723750	436497	+	ENSMUSG00000092083	Kcnb2	protein_coding	chromosome	Kcnb2	98741
1	15364302	15365834	1533	+	ENSMUSG00000102937	RP23-445B17.1	TEC	chromosome	RP23-445B17.1	NA
1	15556249	15558337	2089	+	ENSMUSG00000104149	RP24-66C10.4	TEC	chromosome	RP24-66C10.4	NA
1	15685935	15686046	112	-	ENSMUSG00000088829	Gm25227	snoRNA	chromosome	Gm25227	NA
1	15757832	15757963	132	+	ENSMUSG00000077377	Gm25168	snoRNA	chromosome	Gm25168	NA
1	15760122	15760668	547	-	ENSMUSG00000101652	Gm6060	processed_pseudogene	chromosome	Gm6060	NA
1	15760761	15760860	100	+	ENSMUSG00000100814	Gm28669	processed_pseudogene	chromosome	Gm28669	NA
1	15805646	15844052	38407	+	ENSMUSG00000025925	Terf1	protein_coding	chromosome	Terf1	21749
1	15853331	15856499	3169	+	ENSMUSG00000104379	RP23-325F17.4	TEC	chromosome	RP23-325F17.4	NA
1	15853862	15892722	38861	-	ENSMUSG00000032719	Sbspon	protein_coding	chromosome	Sbspon	226866
1	15879530	15879832	303	+	ENSMUSG00000088943	Gm23259	misc_RNA	chromosome	Gm23259	NA
1	16053335	16053887	553	+	ENSMUSG00000100652	Gm7634	processed_pseudogene	chromosome	Gm7634	NA
1	16065979	16093325	27347	-	ENSMUSG00000067795	4930444P10Rik	protein_coding	chromosome	4930444P10Rik	NA
1	16101295	16104662	3368	-	ENSMUSG00000043716	Rpl7	protein_coding	chromosome	Rpl7	19989
1	16105774	16133734	27961	+	ENSMUSG00000025921	Rdh10	protein_coding	chromosome	Rdh10	98711
1	16208197	16210517	2321	-	ENSMUSG00000104165	RP24-178O17.2	TEC	chromosome	RP24-178O17.2	NA
1	16228506	16244062	15557	+	ENSMUSG00000100868	Gm28095	antisense	chromosome	Gm28095	NA
1	16228674	16520112	291439	-	ENSMUSG00000025920	Stau2	protein_coding	chromosome	Stau2	29819
1	16253592	16267921	14330	+	ENSMUSG00000089982	Gm7568	antisense	chromosome	Gm7568	NA
1	16540790	16619489	78700	-	ENSMUSG00000025939	Ube2w	protein_coding	chromosome	Ube2w	66799
1	16618560	16621539	2980	+	ENSMUSG00000102457	RP23-382H8.2	TEC	chromosome	RP23-382H8.2	NA
1	16641725	16657042	15318	-	ENSMUSG00000079658	Tceb1	protein_coding	chromosome	Tceb1	c(67923, 102642819)
1	16657552	16662278	4727	+	ENSMUSG00000097744	D030040B21Rik	lincRNA	chromosome	D030040B21Rik	NA
1	16662980	16663662	683	-	ENSMUSG00000100959	Gm7654	processed_pseudogene	chromosome	Gm7654	NA
1	16665207	16678275	13069	+	ENSMUSG00000025940	Tmem70	protein_coding	chromosome	Tmem70	70397
1	16688051	16709611	21561	+	ENSMUSG00000025779	Ly96	protein_coding	chromosome	Ly96	17087
1	16758205	16758623	419	-	ENSMUSG00000100093	Gm29649	processed_pseudogene	chromosome	Gm29649	NA
1	16768279	16770138	1860	-	ENSMUSG00000091020	Gm5828	processed_pseudogene	chromosome	Gm5828	NA
1	16898185	17091631	193447	+	ENSMUSG00000101640	Gm28376	antisense	chromosome	Gm28376	NA
1	16930970	16931796	827	+	ENSMUSG00000104133	RP24-254D14.1	TEC	chromosome	RP24-254D14.1	NA
1	16964560	17097889	133330	-	ENSMUSG00000042686	Jph1	protein_coding	chromosome	Jph1	57339
1	17124747	17128956	4210	+	ENSMUSG00000100110	Gm28783	lincRNA	chromosome	Gm28783	NA
1	17145362	17164271	18910	+	ENSMUSG00000025777	Gdap1	protein_coding	chromosome	Gdap1	14545
1	17168403	17173103	4701	+	ENSMUSG00000099899	Gm28784	lincRNA	chromosome	Gm28784	NA
1	17250114	17250492	379	-	ENSMUSG00000100272	Gm28785	processed_pseudogene	chromosome	Gm28785	NA
1	17394958	17395429	472	+	ENSMUSG00000100398	Gm5251	processed_pseudogene	chromosome	Gm5251	NA
1	17397412	17400281	2870	-	ENSMUSG00000101589	Rbm6-ps1	processed_pseudogene	chromosome	Rbm6-ps1	NA
1	17429043	17429528	486	-	ENSMUSG00000102048	Gm6075	processed_pseudogene	chromosome	Gm6075	NA
1	17520001	17520111	111	+	ENSMUSG00000089534	Gm25166	snoRNA	chromosome	Gm25166	NA
1	17601901	17630939	29039	+	ENSMUSG00000067780	Pi15	protein_coding	chromosome	Pi15	94227
1	17615084	17641081	25998	-	ENSMUSG00000100053	Gm28154	antisense	chromosome	Gm28154	NA
1	17676027	17727646	51620	-	ENSMUSG00000085125	Gm16070	antisense	chromosome	Gm16070	NA
1	17727045	17766344	39300	+	ENSMUSG00000025776	Crispld1	protein_coding	chromosome	Crispld1	83691
1	17741915	17805417	63503	-	ENSMUSG00000099895	Gm28153	antisense	chromosome	Gm28153	NA
1	17947041	17948439	1399	+	ENSMUSG00000100554	Gm7690	processed_pseudogene	chromosome	Gm7690	NA
1	17993010	17999622	6613	-	ENSMUSG00000099473	Gm18775	unprocessed_pseudogene	chromosome	Gm18775	NA
1	17993813	17997483	3671	+	ENSMUSG00000099591	Gm17969	processed_pseudogene	chromosome	Gm17969	NA
1	18005961	18016186	10226	-	ENSMUSG00000102001	Gm28755	unprocessed_pseudogene	chromosome	Gm28755	NA
1	18034818	18058790	23973	-	ENSMUSG00000101717	Gm28756	transcribed_unprocessed_pseudogene	chromosome	Gm28756	NA
1	18115191	18145902	30712	-	ENSMUSG00000025774	Crisp4	protein_coding	chromosome	Crisp4	78081
1	18210053	18223564	13512	-	ENSMUSG00000070977	Defb44-ps	unprocessed_pseudogene	chromosome	Defb44-ps	NA
1	18236473	18237443	971	-	ENSMUSG00000073735	Defb18	protein_coding	chromosome	Defb18	654460
1	18250980	18265138	14159	-	ENSMUSG00000067773	Defb41	protein_coding	chromosome	Defb41	c(77673, 654464)
1	18262395	18263379	985	-	ENSMUSG00000101685	Gm17837	processed_pseudogene	chromosome	Gm17837	NA
1	18307824	18313906	6083	+	ENSMUSG00000101738	Gm29006	lincRNA	chromosome	Gm29006	NA
1	18708428	18709336	909	+	ENSMUSG00000101306	Gm5252	processed_pseudogene	chromosome	Gm5252	NA
1	18969762	18969833	72	-	ENSMUSG00000088800	Gm24075	snoRNA	chromosome	Gm24075	NA
