seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	symbol	entrezid
1	904834	915976	11143	+	ENSG00000272438	RP11-54O7.16	lincRNA	chromosome	RP11-54O7.16	NA
1	911435	914948	3514	+	ENSG00000230699	RP11-54O7.1	lincRNA	chromosome	RP11-54O7.1	NA
1	914171	914971	801	+	ENSG00000241180	RP11-54O7.2	lincRNA	chromosome	RP11-54O7.2	NA
1	916865	921016	4152	-	ENSG00000223764	RP11-54O7.3	lincRNA	chromosome	RP11-54O7.3	100130417
1	923928	944581	20654	+	ENSG00000187634	SAMD11	protein_coding	chromosome	SAMD11	148398
1	944204	959309	15106	-	ENSG00000188976	NOC2L	protein_coding	chromosome	NOC2L	26155
1	960587	965715	5129	+	ENSG00000187961	KLHL17	protein_coding	chromosome	KLHL17	339451
1	966497	975865	9369	+	ENSG00000187583	PLEKHN1	protein_coding	chromosome	PLEKHN1	84069
1	975204	982093	6890	-	ENSG00000187642	PERM1	protein_coding	chromosome	PERM1	84808
1	995966	998051	2086	-	ENSG00000272512	RP11-54O7.17	lincRNA	chromosome	RP11-54O7.17	NA
1	998962	1000172	1211	-	ENSG00000188290	HES4	protein_coding	chromosome	HES4	57801
1	1001138	1014541	13404	+	ENSG00000187608	ISG15	protein_coding	chromosome	ISG15	9636
1	1008076	1008229	154	-	ENSG00000231702	RP11-54O7.10	processed_pseudogene	chromosome	RP11-54O7.10	NA
1	1011997	1013193	1197	-	ENSG00000224969	RP11-54O7.11	antisense	chromosome	RP11-54O7.11	NA
1	1020123	1056118	35996	+	ENSG00000188157	AGRN	protein_coding	chromosome	AGRN	375790
1	1020123	1056112	35990	+	LRG_198	AGRN	LRG_gene	chromosome	AGRN	375790
1	1055033	1056116	1084	+	ENSG00000242590	RP11-54O7.14	sense_intronic	chromosome	RP11-54O7.14	NA
1	1059734	1069355	9622	+	ENSG00000217801	RP11-465B22.3	transcribed_unprocessed_pseudogene	chromosome	RP11-465B22.3	100288175
1	1062208	1063288	1081	-	ENSG00000273443	RP11-54O7.18	lincRNA	chromosome	RP11-54O7.18	NA
1	1070966	1074307	3342	-	ENSG00000237330	RNF223	protein_coding	chromosome	RNF223	401934
1	1081818	1116361	34544	-	ENSG00000131591	C1orf159	protein_coding	chromosome	C1orf159	54991
1	1137017	1144056	7040	+	ENSG00000223823	LINC01342	lincRNA	chromosome	LINC01342	254099
1	1167104	1167198	95	+	ENSG00000207730	MIR200B	miRNA	chromosome	MIR200B	406984
1	1167863	1167952	90	+	ENSG00000207607	MIR200A	miRNA	chromosome	MIR200A	406983
1	1169005	1169087	83	+	ENSG00000198976	MIR429	miRNA	chromosome	MIR429	554210
1	1169357	1170343	987	+	ENSG00000272141	RP11-465B22.8	lincRNA	chromosome	RP11-465B22.8	NA
1	1173056	1179555	6500	-	ENSG00000205231	TTLL10-AS1	antisense	chromosome	TTLL10-AS1	100506376
1	1173884	1197935	24052	+	ENSG00000162571	TTLL10	protein_coding	chromosome	TTLL10	254173
1	1203508	1206691	3184	-	ENSG00000186891	TNFRSF18	protein_coding	chromosome	TNFRSF18	8784
1	1211326	1214138	2813	-	ENSG00000186827	TNFRSF4	protein_coding	chromosome	TNFRSF4	7293
1	1216908	1232031	15124	-	ENSG00000078808	SDF4	protein_coding	chromosome	SDF4	51150
1	1232265	1235041	2777	+	ENSG00000176022	B3GALT6	protein_coding	chromosome	B3GALT6	126792
1	1242446	1246722	4277	-	ENSG00000184163	FAM132A	protein_coding	chromosome	FAM132A	388581
1	1249777	1251334	1558	-	ENSG00000260179	RP5-902P8.12	lincRNA	chromosome	RP5-902P8.12	NA
1	1253909	1273885	19977	-	ENSG00000160087	UBE2J2	protein_coding	chromosome	UBE2J2	118424
1	1275223	1280420	5198	+	ENSG00000230415	RP5-902P8.10	lincRNA	chromosome	RP5-902P8.10	NA
1	1280436	1292029	11594	+	ENSG00000162572	SCNN1D	protein_coding	chromosome	SCNN1D	6339
1	1292376	1309609	17234	-	ENSG00000131584	ACAP3	protein_coding	chromosome	ACAP3	116983
1	1296110	1296170	61	-	ENSG00000278073	MIR6726	miRNA	chromosome	MIR6726	102465434
1	1308567	1311677	3111	+	ENSG00000169972	PUSL1	protein_coding	chromosome	PUSL1	126789
1	1311585	1324691	13107	-	ENSG00000127054	CPSF3L	protein_coding	chromosome	CPSF3L	c(102465435, 54973)
1	1317581	1318689	1109	-	ENSG00000240731	RP5-890O3.9	sense_intronic	chromosome	RP5-890O3.9	NA
1	1324756	1328897	4142	+	ENSG00000224051	CPTP	protein_coding	chromosome	CPTP	80772
1	1331314	1335306	3993	+	ENSG00000169962	TAS1R3	protein_coding	chromosome	TAS1R3	83756
1	1335276	1349350	14075	-	ENSG00000107404	DVL1	protein_coding	chromosome	DVL1	c(102466740, 1855)
1	1352689	1361777	9089	-	ENSG00000162576	MXRA8	protein_coding	chromosome	MXRA8	54587
1	1373730	1375495	1766	-	ENSG00000175756	AURKAIP1	protein_coding	chromosome	AURKAIP1	54998
1	1378666	1379032	367	+	ENSG00000223663	NDUFB4P8	processed_pseudogene	chromosome	NDUFB4P8	NA
1	1385711	1399328	13618	-	ENSG00000221978	CCNL2	protein_coding	chromosome	CCNL2	81669
1	1399522	1402046	2525	+	ENSG00000224870	RP4-758J18.2	processed_transcript	chromosome	RP4-758J18.2	148413
1	1401908	1407313	5406	-	ENSG00000242485	MRPL20	protein_coding	chromosome	MRPL20	55052
1	1405460	1405752	293	-	ENSG00000264293	RN7SL657P	misc_RNA	chromosome	RN7SL657P	NA
1	1409096	1410618	1523	+	ENSG00000272455	RP4-758J18.13	lincRNA	chromosome	RP4-758J18.13	NA
1	1418420	1421769	3350	-	ENSG00000235098	ANKRD65	protein_coding	chromosome	ANKRD65	441869
1	1420245	1422691	2447	+	ENSG00000225905	RP4-758J18.7	antisense	chromosome	RP4-758J18.7	NA
1	1426128	1427787	1660	+	ENSG00000205116	TMEM88B	protein_coding	chromosome	TMEM88B	643965
1	1430539	1434573	4035	-	ENSG00000225285	RP4-758J18.10	lincRNA	chromosome	RP4-758J18.10	NA
1	1434861	1442882	8022	+	ENSG00000179403	VWA1	protein_coding	chromosome	VWA1	64856
1	1449689	1470158	20470	+	ENSG00000215915	ATAD3C	protein_coding	chromosome	ATAD3C	219293
1	1471769	1497848	26080	+	ENSG00000160072	ATAD3B	protein_coding	chromosome	ATAD3B	83858
1	1512151	1534687	22537	+	ENSG00000197785	ATAD3A	protein_coding	chromosome	ATAD3A	55210
1	1535174	1540453	5280	-	ENSG00000205090	TMEM240	protein_coding	chromosome	TMEM240	339453
1	1541673	1574869	33197	-	ENSG00000160075	SSU72	protein_coding	chromosome	SSU72	29101
1	1574975	1577075	2101	+	ENSG00000215014	RP5-832C2.5	lincRNA	chromosome	RP5-832C2.5	NA
1	1579756	1580046	291	+	ENSG00000279244	AL645728.1	protein_coding	chromosome	AL645728.1	NA
1	1583510	1583909	400	-	ENSG00000274481	RP11-345P4.11	processed_pseudogene	chromosome	RP11-345P4.11	NA
1	1598012	1600096	2085	-	ENSG00000228594	FNDC10	protein_coding	chromosome	FNDC10	643988
1	1613758	1615795	2038	-	ENSG00000272106	RP11-345P4.9	antisense	chromosome	RP11-345P4.9	NA
1	1615415	1630610	15196	+	ENSG00000197530	MIB2	protein_coding	chromosome	MIB2	142678
1	1632095	1635263	3169	+	ENSG00000189409	MMP23B	protein_coding	chromosome	MMP23B	8510
1	1635227	1659012	23786	-	ENSG00000248333	CDK11B	protein_coding	chromosome	CDK11B	984
1	1659325	1662602	3278	+	ENSG00000272004	RP11-345P4.10	antisense	chromosome	RP11-345P4.10	NA
1	1659529	1692728	33200	-	ENSG00000189339	SLC35E2B	protein_coding	chromosome	SLC35E2B	728661
1	1671990	1674397	2408	+	ENSG00000269737	RP11-345P4.6	transcribed_processed_pseudogene	chromosome	RP11-345P4.6	NA
1	1699942	1701782	1841	+	ENSG00000215914	MMP23A	unprocessed_pseudogene	chromosome	MMP23A	NA
1	1702730	1724324	21595	-	ENSG00000008128	CDK11A	protein_coding	chromosome	CDK11A	c(728642, 984)
1	1702736	1737688	34953	-	ENSG00000268575	RP1-283E3.8	processed_transcript	chromosome	RP1-283E3.8	NA
1	1724512	1737251	12740	+	ENSG00000227775	RP1-283E3.4	transcribed_processed_pseudogene	chromosome	RP1-283E3.4	NA
1	1724838	1745992	21155	-	ENSG00000215790	SLC35E2	protein_coding	chromosome	SLC35E2	9906
1	1751232	1780457	29226	-	ENSG00000008130	NADK	protein_coding	chromosome	NADK	65220
1	1785285	1891117	105833	-	ENSG00000078369	GNB1	protein_coding	chromosome	GNB1	2782
1	1891471	1892658	1188	+	ENSG00000231050	RP1-140A9.1	antisense	chromosome	RP1-140A9.1	NA
1	1914827	1917296	2470	+	ENSG00000169885	CALML6	protein_coding	chromosome	CALML6	163688
1	1917590	1919273	1684	-	ENSG00000178821	TMEM52	protein_coding	chromosome	TMEM52	339456
1	1921951	2003837	81887	-	ENSG00000142609	CFAP74	protein_coding	chromosome	CFAP74	85452
1	2013213	2015530	2318	-	ENSG00000233542	RP11-547D24.1	antisense	chromosome	RP11-547D24.1	NA
1	2019324	2030751	11428	+	ENSG00000187730	GABRD	protein_coding	chromosome	GABRD	2563
1	2049203	2050070	868	-	ENSG00000226969	RP11-547D24.3	antisense	chromosome	RP11-547D24.3	NA
1	2050470	2185395	134926	+	ENSG00000067606	PRKCZ	protein_coding	chromosome	PRKCZ	5590
1	2141084	2145279	4196	-	ENSG00000271806	RP5-892K4.1	antisense	chromosome	RP5-892K4.1	NA
1	2181794	2184389	2596	-	ENSG00000182873	RP11-181G12.2	antisense	chromosome	RP11-181G12.2	NA
1	2184461	2212720	28260	-	ENSG00000162585	FAAP20	protein_coding	chromosome	FAAP20	199990
1	2212523	2220738	8216	+	ENSG00000234396	RP11-181G12.4	lincRNA	chromosome	RP11-181G12.4	NA
1	2228695	2310119	81425	+	ENSG00000157933	SKI	protein_coding	chromosome	SKI	6497
1	2321253	2391707	70455	-	ENSG00000116151	MORN1	protein_coding	chromosome	MORN1	79906
1	2326201	2326693	493	-	ENSG00000272161	RP4-713A8.1	sense_intronic	chromosome	RP4-713A8.1	NA
1	2350414	2352820	2407	-	ENSG00000269896	RP4-740C4.5	transcribed_processed_pseudogene	chromosome	RP4-740C4.5	100129534
1	2363061	2363628	568	-	ENSG00000272420	RP4-740C4.7	sense_intronic	chromosome	RP4-740C4.7	NA
1	2391775	2405444	13670	+	ENSG00000157916	RER1	protein_coding	chromosome	RER1	11079
1	2403964	2413797	9834	-	ENSG00000157911	PEX10	protein_coding	chromosome	PEX10	5192
1	2425980	2505530	79551	+	ENSG00000149527	PLCH2	protein_coding	chromosome	PLCH2	9651
1	2492300	2493258	959	-	ENSG00000224387	RP3-395M20.2	antisense	chromosome	RP3-395M20.2	NA
1	2493437	2494479	1043	-	ENSG00000229393	RP3-395M20.3	antisense	chromosome	RP3-395M20.3	NA
1	2508533	2526628	18096	-	ENSG00000157881	PANK4	protein_coding	chromosome	PANK4	55229
1	2528745	2530245	1501	-	ENSG00000197921	HES5	protein_coding	chromosome	HES5	388585
1	2546465	2547460	996	+	ENSG00000272449	RP3-395M20.12	lincRNA	chromosome	RP3-395M20.12	NA
1	2549920	2557031	7112	-	ENSG00000238164	RP3-395M20.8	antisense	chromosome	RP3-395M20.8	NA
1	2555639	2565382	9744	+	ENSG00000157873	TNFRSF14	protein_coding	chromosome	TNFRSF14	8764
1	2566410	2569888	3479	+	ENSG00000225931	RP3-395M20.7	TEC	chromosome	RP3-395M20.7	NA
1	2581560	2584533	2974	+	ENSG00000228037	RP3-395M20.9	lincRNA	chromosome	RP3-395M20.9	NA
1	2586491	2591469	4979	+	ENSG00000157870	FAM213B	protein_coding	chromosome	FAM213B	127281
1	2590639	2632990	42352	-	ENSG00000142606	MMEL1	protein_coding	chromosome	MMEL1	79258
1	2632568	2636620	4053	+	ENSG00000237058	RP13-436F16.1	antisense	chromosome	RP13-436F16.1	NA
1	2635976	2801717	165742	-	ENSG00000215912	TTC34	protein_coding	chromosome	TTC34	100287898
1	2773603	2776473	2871	+	ENSG00000283259	ABC14-1188822O7.1	antisense	chromosome	ABC14-1188822O7.1	NA
1	2811850	2812692	843	-	ENSG00000233234	RP11-740P5.2	lincRNA	chromosome	RP11-740P5.2	NA
1	2814432	2814998	567	-	ENSG00000231630	RP11-740P5.3	lincRNA	chromosome	RP11-740P5.3	NA
1	3021483	3022903	1421	+	ENSG00000169717	ACTRT2	protein_coding	chromosome	ACTRT2	140625
1	3059615	3068437	8823	-	ENSG00000177133	LINC00982	antisense	chromosome	LINC00982	440556
1	3069168	3438621	369454	+	ENSG00000142611	PRDM16	protein_coding	chromosome	PRDM16	63976
1	3127975	3128035	61	+	ENSG00000283572	MIR4251	miRNA	chromosome	MIR4251	100422968
1	3132927	3133709	783	-	ENSG00000226286	RP1-163G9.2	antisense	chromosome	RP1-163G9.2	NA
1	3205988	3208664	2677	+	ENSG00000279839	RP11-193J6.1	TEC	chromosome	RP11-193J6.1	NA
1	3306636	3310096	3461	-	ENSG00000272235	RP11-22L13.1	lincRNA	chromosome	RP11-22L13.1	NA
1	3454426	3481113	26688	+	ENSG00000130762	ARHGEF16	protein_coding	chromosome	ARHGEF16	27237
1	3487246	3487627	382	+	ENSG00000272088	RP11-168F9.2	lincRNA	chromosome	RP11-168F9.2	NA
1	3489920	3611495	121576	-	ENSG00000162591	MEGF6	protein_coding	chromosome	MEGF6	1953
1	3560695	3560790	96	-	ENSG00000207776	MIR551A	miRNA	chromosome	MIR551A	693135
1	3623190	3624743	1554	-	ENSG00000238260	RP11-46F15.2	antisense	chromosome	RP11-46F15.2	NA
1	3625002	3630127	5126	+	ENSG00000158109	TPRG1L	protein_coding	chromosome	TPRG1L	127262
1	3630767	3652761	21995	-	ENSG00000116213	WRAP73	protein_coding	chromosome	WRAP73	49856
1	3652520	3736201	83682	+	ENSG00000078900	TP73	protein_coding	chromosome	TP73	7161
1	3658938	3668772	9835	-	ENSG00000227589	RP5-1092A11.5	antisense	chromosome	RP5-1092A11.5	NA
1	3712200	3714298	2099	-	ENSG00000235131	RP5-1092A11.2	antisense	chromosome	RP5-1092A11.2	NA
1	3735601	3747336	11736	-	ENSG00000227372	TP73-AS1	unitary_pseudogene	chromosome	TP73-AS1	57212
1	3736943	3737103	161	+	ENSG00000276189	TP73-AS1	misc_RNA	chromosome	TP73-AS1	NA
1	3746460	3771645	25186	+	ENSG00000162592	CCDC27	protein_coding	chromosome	CCDC27	148870
1	3772788	3775982	3195	+	ENSG00000235169	SMIM1	protein_coding	chromosome	SMIM1	388588
1	3778558	3796504	17947	-	ENSG00000130764	LRRC47	protein_coding	chromosome	LRRC47	57470
1	3782815	3783111	297	+	ENSG00000266075	RN7SL574P	misc_RNA	chromosome	RN7SL574P	NA
1	3785008	3785538	531	+	ENSG00000272153	RP1-286D6.5	antisense	chromosome	RP1-286D6.5	NA
1	3812081	3857214	45134	-	ENSG00000116198	CEP104	protein_coding	chromosome	CEP104	9731
1	3857267	3885429	28163	+	ENSG00000169598	DFFB	protein_coding	chromosome	DFFB	1677
1	3889125	3900293	11169	-	ENSG00000198912	C1orf174	protein_coding	chromosome	C1orf174	339448
1	3900372	3917225	16854	+	ENSG00000236423	LINC01134	lincRNA	chromosome	LINC01134	100133612
1	3940565	3955262	14698	+	ENSG00000233304	LINC01346	lincRNA	chromosome	LINC01346	NA
1	3944547	3948980	4434	-	ENSG00000226374	RP13-614K11.2	lincRNA	chromosome	RP13-614K11.2	NA
1	4175528	4175899	372	-	ENSG00000229280	EEF1DP6	processed_pseudogene	chromosome	EEF1DP6	NA
1	4412027	4424689	12663	+	ENSG00000235054	RP5-1166F10.1	lincRNA	chromosome	RP5-1166F10.1	284661
1	4551735	4552145	411	-	ENSG00000227169	RP1-37J18.1	lincRNA	chromosome	RP1-37J18.1	NA
1	4571481	4594009	22529	+	ENSG00000232596	RP1-37J18.2	lincRNA	chromosome	RP1-37J18.2	NA
1	4654732	4792534	137803	+	ENSG00000196581	AJAP1	protein_coding	chromosome	AJAP1	55966
1	5086459	5090899	4441	-	ENSG00000231510	RP11-542C10.1	lincRNA	chromosome	RP11-542C10.1	NA
1	5492978	5494674	1697	+	ENSG00000260972	RP1-58B11.1	lincRNA	chromosome	RP1-58B11.1	NA
1	5554747	5554881	135	+	ENSG00000283356	RP3-491M17.1	unprocessed_pseudogene	chromosome	RP3-491M17.1	NA
1	5561709	5668295	106587	-	ENSG00000236948	RP11-154H17.1	lincRNA	chromosome	RP11-154H17.1	NA
1	5564071	5564143	73	+	ENSG00000264341	MIR4417	miRNA	chromosome	MIR4417	100616489
1	5862672	5862741	70	-	ENSG00000264101	MIR4689	miRNA	chromosome	MIR4689	100616421
1	5862811	5992473	129663	-	ENSG00000131697	NPHP4	protein_coding	chromosome	NPHP4	261734
1	5991466	6101193	109728	+	ENSG00000069424	KCNAB2	protein_coding	chromosome	KCNAB2	8514
1	6101793	6180123	78331	-	ENSG00000116254	CHD5	protein_coding	chromosome	CHD5	26038
1	6181269	6209389	28121	-	ENSG00000116251	RPL22	protein_coding	chromosome	RPL22	6146
1	6204840	6205780	941	-	ENSG00000226944	RP1-120G22.11	antisense	chromosome	RP1-120G22.11	102724450
1	6205475	6221299	15825	+	ENSG00000158286	RNF207	protein_coding	chromosome	RNF207	388591
1	6221193	6235972	14780	-	ENSG00000116237	ICMT	protein_coding	chromosome	ICMT	23463
1	6236240	6239444	3205	+	ENSG00000225077	LINC00337	lincRNA	chromosome	LINC00337	NA
1	6244192	6245578	1387	+	ENSG00000173673	HES3	protein_coding	chromosome	HES3	390992
1	6247346	6260975	13630	-	ENSG00000158292	GPR153	protein_coding	chromosome	GPR153	387509
1	6264269	6394391	130123	-	ENSG00000097021	ACOT7	protein_coding	chromosome	ACOT7	11332
1	6393555	6394391	837	+	ENSG00000271746	RP1-202O8.3	antisense	chromosome	RP1-202O8.3	NA
1	6412418	6424670	12253	-	ENSG00000069812	HES2	protein_coding	chromosome	HES2	54626
1	6424788	6461370	36583	+	ENSG00000187017	ESPN	protein_coding	chromosome	ESPN	83715
1	6429834	6429896	63	-	ENSG00000265392	MIR4252	miRNA	chromosome	MIR4252	100422975
1	6443034	6447006	3973	-	ENSG00000231868	RP1-202O8.2	antisense	chromosome	RP1-202O8.2	NA
1	6461151	6466195	5045	-	ENSG00000215788	TNFRSF25	protein_coding	chromosome	TNFRSF25	8718
1	6466092	6520061	53970	-	ENSG00000171680	PLEKHG5	protein_coding	chromosome	PLEKHG5	57449
1	6466092	6491700	25609	-	LRG_262	PLEKHG5	LRG_gene	chromosome	PLEKHG5	57449
1	6521347	6554535	33189	-	ENSG00000162408	NOL9	protein_coding	chromosome	NOL9	79707
1	6540854	6540964	111	+	ENSG00000253022	RNU6-731P	snRNA	chromosome	RNU6-731P	NA
1	6547905	6548619	715	+	ENSG00000229519	RP11-58A11.2	processed_pseudogene	chromosome	RP11-58A11.2	NA
1	6555181	6579757	24577	+	ENSG00000173662	TAS1R1	protein_coding	chromosome	TAS1R1	80835
1	6580001	6589280	9280	+	ENSG00000204859	ZBTB48	protein_coding	chromosome	ZBTB48	3104
1	6590724	6614607	23884	-	ENSG00000162413	KLHL21	protein_coding	chromosome	KLHL21	9903
1	6613685	6624033	10349	+	ENSG00000116273	PHF13	protein_coding	chromosome	PHF13	148479
1	6624866	6635586	10721	+	ENSG00000041988	THAP3	protein_coding	chromosome	THAP3	90326
1	6634168	6701924	67757	-	ENSG00000007923	DNAJC11	protein_coding	chromosome	DNAJC11	55735
1	6724637	6730012	5376	+	ENSG00000228750	RP11-242F24.1	lincRNA	chromosome	RP11-242F24.1	NA
1	6783892	6784843	952	-	ENSG00000237436	RP11-312B8.1	antisense	chromosome	RP11-312B8.1	NA
1	6785324	7769706	984383	+	ENSG00000171735	CAMTA1	protein_coding	chromosome	CAMTA1	23261
1	6834333	6834618	286	-	ENSG00000227950	RP11-312B8.2	processed_pseudogene	chromosome	RP11-312B8.2	NA
1	7008376	7014279	5904	-	ENSG00000237365	RP11-334N17.1	antisense	chromosome	RP11-334N17.1	NA
1	7219360	7219524	165	+	ENSG00000207056	RNU1-8P	snRNA	chromosome	RNU1-8P	NA
1	7368942	7370270	1329	+	ENSG00000237402	CAMTA1-IT1	sense_intronic	chromosome	CAMTA1-IT1	NA
1	7382487	7389754	7268	-	ENSG00000237728	RP3-453P22.2	antisense	chromosome	RP3-453P22.2	NA
1	7441096	7441554	459	-	ENSG00000225126	RP4-549F15.1	antisense	chromosome	RP4-549F15.1	NA
1	7693124	7694844	1721	-	ENSG00000270171	RP11-338N10.1	lincRNA	chromosome	RP11-338N10.1	NA
1	7698303	7698872	570	-	ENSG00000270035	RP11-338N10.2	lincRNA	chromosome	RP11-338N10.2	NA
1	7700704	7700970	267	-	ENSG00000269978	RP11-338N10.3	lincRNA	chromosome	RP11-338N10.3	NA
1	7771269	7781432	10164	+	ENSG00000049245	VAMP3	protein_coding	chromosome	VAMP3	9341
1	7776383	7776775	393	+	ENSG00000269925	RP3-467L1.6	sense_intronic	chromosome	RP3-467L1.6	NA
1	7784320	7845177	60858	+	ENSG00000049246	PER3	protein_coding	chromosome	PER3	8863
1	7810242	7827342	17101	-	ENSG00000236266	RP3-467L1.4	antisense	chromosome	RP3-467L1.4	NA
